"ID","AGE","GENDER","RACE","DRIVING_EXPERIENCE","EDUCATION","INCOME","CREDIT_SCORE","VEHICLE_OWNERSHIP","VEHICLE_YEAR","MARRIED","CHILDREN","POSTAL_CODE","ANNUAL_MILEAGE","VEHICLE_TYPE","SPEEDING_VIOLATIONS","DUIS","PAST_ACCIDENTS","OUTCOME"
94746,"0","1","1","0","0","0",0.332983949290654,"0","0","0","0",10238,"15000","0","0","0","0",1
858153,"2","1","1","2","2","3",0.603204694968621,"1","0","1","1",10238,"8000","0","1","0","1",0
658967,"0","0","1","0","2","1",0.564971796658206,"1","1","0","0",32765,"14000","0","0","0","0",0
829242,"2","1","1","1","0","1",0.439925354376715,"1","0","1","1",10238,"10000","0","2","0","3",0
897466,"2","0","1","1","2","3",0.525032758615479,"1","1","1","0",32765,"12000","0","3","0","1",0
57521,"2","0","1","2","2","3",0.396110658727091,"1","0","1","0",10238,"14000","0","0","1","0",0
389871,"1","1","1","0","2","3",0.536448591849617,"1","1","1","1",10238,"10000","0","0","0","0",0
766476,"2","0","1","2","1","0",0.428347449250722,"0","0","0","1",10238,"14000","0","2","0","0",0
382122,"2","1","1","2","1","2",0.525032758615479,"1","0","1","1",10238,"12000","0","3","1","5",0
37701,"1","1","0","1","1","0",0.350298675612206,"0","0","0","1",10238,"13000","0","0","1","1",1
678182,"0","1","1","0","2","2",0.550816907515737,"0","0","0","0",32765,"11000","0","0","0","0",1
357428,"2","0","1","1","2","3",0.616156459510214,"1","1","1","1",10238,"8000","1","1","0","0",0
16345,"0","1","1","0","2","3",0.722598407975781,"1","0","0","0",32765,"11000","0","0","0","0",1
380072,"1","1","1","0","0","1",0.366169799339988,"1","0","0","0",10238,"14000","0","0","0","0",1
202978,"1","1","1","1","0","1",0.582285179442541,"1","0","0","0",10238,"12000","0","0","0","4",0
444245,"3","1","0","0","2","3",0.613758432297287,"0","1","1","1",10238,"11000","0","0","0","0",0
836104,"1","1","1","1","1","2",0.459557401124936,"1","0","1","1",10238,"12000","0","3","1","3",0
672478,"1","1","0","1","2","3",0.602301384622588,"1","0","1","0",32765,"11000","0","2","0","0",1
284939,"3","0","1","3","2","3",0.674163893469423,"1","1","1","1",10238,"13000","0","3","0","5",0
753714,"2","0","1","2","2","3",0.525032758615479,"0","1","1","1",10238,"8000","0","1","2","1",0
385568,"2","0","1","2","0","2",0.53592171093649,"1","0","1","1",32765,"9000","1","3","0","1",0
769261,"1","0","1","1","1","3",0.568939030839964,"1","1","1","1",10238,"9000","0","0","0","1",0
559890,"2","0","1","0","2","3",0.766660479199166,"1","0","0","1",32765,"11000","0","0","0","0",1
326316,"2","0","1","2","2","3",0.814796434069858,"1","1","1","1",32765,"8000","0","3","0","1",0
626735,"0","0","1","0","2","1",0.525032758615479,"1","0","0","0",32765,"13000","0","0","0","0",0
574525,"0","0","1","0","1","0",0.239743102721871,"0","0","0","0",10238,"19000","0","0","0","0",1
44924,"2","1","1","1","2","3",0.661976831836252,"1","1","1","1",10238,"8000","0","0","0","1",0
877892,"2","0","1","0","1","3",0.70447326979969,"1","1","0","1",10238,"8000","0","0","0","0",0
790141,"2","1","1","1","2","2",0.425274051925304,"0","0","0","0",10238,"12000","0","2","0","0",1
892723,"1","0","1","1","2","3",0.487823036849039,"1","0","1","1",32765,"12000","0","4","2","0",0
236395,"1","0","1","1","0","0",0.288043602398573,"0","0","0","1",10238,"16000","0","1","0","1",0
856269,"2","1","1","2","2","2",0.443316349280404,"1","0","1","1",92101,"11000","0","2","0","2",0
840085,"1","0","1","1","1","2",0.525032758615479,"0","0","1","0",10238,"11000","0","2","0","0",1
979902,"0","0","1","0","1","0",0.459759732756337,"1","0","0","0",10238,"16000","0","0","0","0",0
486182,"0","0","1","0","1","0",0.389381208784204,"0","0","0","1",10238,"12000","0","0","0","0",1
734217,"3","1","1","3","2","3",0.586439092652928,"1","0","1","1",10238,"9000","0","3","2","5",0
103367,"2","1","1","2","0","2",0.597265257675314,"1","0","1","1",10238,"13000","0","4","1","2",0
946258,"3","0","1","1","2","3",0.655024006449443,"1","0","1","1",10238,"9000","0","1","0","2",0
108490,"0","1","1","0","0","0",0.481095464318813,"1","0","0","0",10238,"17000","0","0","0","0",1
35975,"0","1","1","0","2","2",0.440133429504582,"1","1","0","0",10238,"15000","0","0","0","0",0
286318,"2","0","1","2","2","2",0.526806292656542,"0","1","1","0",10238,"15000","0","0","0","3",0
333970,"2","1","1","2","2","2",0.515934501612373,"1","1","0","1",10238,"13000","0","0","0","2",0
145697,"3","1","1","0","2","3",0.372741398522032,"1","0","1","1",32765,"6000","0","0","0","0",1
819196,"3","1","1","0","0","2",0.658222371703196,"0","0","1","1",32765,"12000","1","0","0","0",1
826708,"1","1","0","1","2","3",0.526305877404734,"1","1","0","0",10238,"14000","0","3","0","0",0
334482,"0","0","0","0","0","1",0.398776787179649,"0","0","0","0",10238,"15000","0","0","0","0",1
803266,"1","0","1","0","1","3",0.712022548378989,"1","0","0","0",32765,"15000","0","0","0","0",1
636203,"0","1","1","0","2","1",0.51012843822031,"1","1","0","0",10238,"12000","0","0","0","0",0
310760,"0","1","0","0","1","0",0.525032758615479,"0","0","0","0",32765,"11000","0","0","0","0",1
19261,"0","0","1","0","1","1",0.324212857044306,"1","0","0","0",10238,"11000","0","0","0","0",0
291075,"2","1","1","2","2","3",0.526167402149268,"1","0","0","1",10238,"12000","1","1","0","3",0
433426,"0","0","0","0","1","1",0.227867311972511,"0","0","0","0",10238,"16000","0","0","0","0",1
289772,"2","1","1","0","0","1",0.429687280723391,"1","0","1","1",10238,"10000","0","0","0","0",0
927179,"2","0","1","1","0","0",0.32761122327247,"0","0","0","1",10238,"13000","0","0","1","0",1
976974,"0","0","1","0","1","2",0.516383319349955,"1","0","1","0",32765,"6000","0","0","0","0",0
615312,"1","0","1","1","1","3",0.667511571636929,"1","0","0","1",10238,"10000","0","0","0","1",0
456321,"2","0","1","0","0","0",0.417725758286916,"0","0","0","1",10238,"9000","0","0","0","0",1
856856,"0","0","0","0","1","2",0.510362381114353,"1","0","0","1",10238,"12000","0","0","0","0",1
775,"3","0","1","3","2","3",0.711753227972096,"1","0","1","1",10238,"10000","0","2","0","0",0
620196,"2","1","1","2","1","3",0.601866615770244,"1","0","1","1",10238,"9000","0","1","0","3",0
510560,"1","0","0","1","0","1",0.409288435083901,"1","0","0","0",10238,"13000","0","1","0","0",0
631945,"3","1","1","1","2","3",0.718400743214064,"1","1","1","1",10238,"8000","0","2","0","1",0
457682,"0","0","1","0","1","0",0.28775001328601,"0","0","0","0",10238,"10000","0","0","0","0",0
646956,"1","1","1","0","2","2",0.525032758615479,"1","0","1","1",32765,"12000","0","0","0","0",1
202964,"1","1","1","1","1","0",0.37591005882447,"0","1","1","1",10238,"8000","0","0","1","2",0
2375,"1","1","1","1","1","2",0.396841019513548,"0","0","0","0",10238,"13000","0","0","1","0",1
849470,"0","0","0","0","0","0",0.343797514477814,"0","0","0","1",32765,"12000","0","0","0","0",0
730415,"1","0","1","0","2","2",0.476185821267749,"1","0","0","1",10238,"12000","1","0","0","0",0
749543,"0","0","1","0","2","1",0.449157689642374,"1","0","0","0",10238,"15000","1","0","0","0",0
930990,"1","0","1","1","1","2",0.463701060241944,"1","1","0","0",10238,"16000","0","0","0","0",0
455333,"0","0","1","0","1","2",0.667296956563176,"0","1","1","1",32765,"9000","0","0","0","0",0
738554,"0","0","1","0","0","0",0.228457521972287,"1","0","0","0",10238,"14000","0","0","0","0",0
378210,"1","0","1","0","0","0",0.454822203296396,"0","0","0","0",32765,"9000","0","0","0","0",1
772502,"0","1","1","0","0","0",0.271612981074121,"0","0","0","1",10238,"14000","0","0","0","0",1
994772,"2","1","1","2","1","2",0.572397300790394,"1","0","1","1",10238,"10000","0","3","0","1",0
881849,"2","1","1","2","1","2",0.45843327086737,"1","0","0","1",10238,"13000","0","1","0","2",0
39296,"1","0","1","0","1","2",0.461108302745947,"1","1","1","1",32765,"9000","0","0","0","0",0
22154,"1","1","1","0","1","2",0.525032758615479,"1","0","0","1",10238,"9000","0","0","0","0",1
603433,"2","1","1","1","0","3",0.583523302408378,"1","0","0","1",32765,"11000","0","0","1","0",1
882026,"2","0","1","2","1","1",0.323671309143324,"0","0","0","1",10238,"14000","0","2","1","1",0
238126,"2","1","1","0","2","3",0.502503312527169,"1","1","0","1",32765,"7000","0","0","0","0",0
167407,"2","0","1","2","1","2",0.525032758615479,"1","0","1","1",10238,"9000","0","2","1","1",0
110747,"2","0","1","1","2","3",0.536632865023836,"1","0","1","0",10238,"9000","0","0","0","3",0
894434,"2","0","1","2","2","3",0.525032758615479,"1","0","1","1",10238,"8000","0","0","0","2",0
402988,"1","0","1","1","2","3",0.741718464482025,"1","1","1","1",10238,"11000","0","0","0","0",0
428757,"2","0","1","2","1","1",0.41027826018597,"1","0","0","1",10238,"12000","1","0","0","2",0
65338,"3","1","1","3","1","3",0.612960493816794,"1","1","0","1",10238,"16000","0","3","0","1",0
322984,"3","0","1","0","2","3",0.678554782810244,"1","1","0","1",32765,"13000","0","0","0","0",0
124236,"1","0","1","1","1","1",0.514097242645559,"1","0","0","1",10238,"13000","0","0","0","0",0
245004,"2","1","1","1","2","3",0.735128343601104,"1","0","0","1",10238,"11000","0","3","1","0",0
942949,"3","1","1","1","2","3",0.467828819159673,"1","0","0","1",32765,"8000","0","4","1","0",0
877595,"0","1","1","0","2","2",0.71847948959572,"1","0","0","1",32765,"15000","0","0","0","0",1
623455,"0","0","1","0","2","1",0.546732978032326,"1","0","0","0",10238,"12000","0","0","0","0",1
138425,"3","1","1","0","2","2",0.491037269014504,"1","0","0","1",10238,"12000","0","0","0","0",1
176180,"3","0","1","2","2","3",0.753342009023053,"1","0","1","1",92101,"12000","0","1","0","0",0
125702,"2","1","1","2","2","3",0.511980624356393,"0","1","1","1",32765,"9000","0","7","3","0",0
911755,"2","0","1","2","2","2",0.447184292124916,"1","0","0","0",10238,"16000","0","1","1","2",1
297583,"3","1","1","2","2","3",0.764296108156162,"1","0","0","1",10238,"14000","0","3","0","3",0
351854,"1","1","1","1","1","3",0.549204268262995,"1","1","0","1",10238,"14000","0","0","0","3",0
908318,"1","1","1","1","1","0",0.439717241111244,"0","0","1","0",10238,"11000","0","1","0","1",1
350712,"3","0","1","2","2","3",0.525032758615479,"1","0","1","1",32765,"12000","0","8","0","0",0
801470,"2","0","1","1","0","2",0.516248322684659,"1","0","1","0",10238,"15000","0","0","1","1",1
843505,"1","0","1","1","0","1",0.273080214562683,"1","1","1","1",10238,"11000","0","0","0","3",0
74575,"1","1","1","1","0","1",0.209586735718206,"0","1","1","0",10238,"16000","0","1","0","0",0
670220,"0","0","1","0","2","3",0.614083364471226,"1","0","0","1",10238,"11000","1","0","0","0",0
441379,"2","1","0","2","2","3",0.428163046087122,"1","1","1","1",10238,"12000","0","3","0","4",0
551000,"2","1","1","2","2","3",0.624915169247971,"1","1","0","1",10238,"12000","0","2","0","1",0
741897,"0","1","1","0","2","1",0.323531727970286,"1","0","0","0",32765,"13000","0","0","0","0",1
483174,"1","1","1","0","2","3",0.480172195607392,"1","0","0","0",10238,"14000","0","0","0","0",1
131420,"1","1","1","0","1","3",0.562888278861721,"1","0","0","1",32765,"8000","0","0","0","0",1
271098,"0","0","1","0","1","0",0.359216044304996,"0","0","1","1",32765,"6000","0","0","0","0",0
511051,"1","1","1","1","0","1",0.554345322804717,"1","0","0","0",32765,"11000","0","1","2","2",0
217086,"1","0","1","1","1","3",0.583576319248606,"1","0","1","0",10238,"12000","0","0","0","0",0
280474,"3","1","1","3","1","3",0.51679756038164,"1","0","1","1",10238,"12000","0","3","0","3",0
985811,"3","1","1","3","2","3",0.601266289482704,"1","0","1","1",10238,"10000","0","12","1","1",0
85826,"0","1","1","0","1","0",0.384642121062519,"0","0","1","1",32765,"7000","0","0","0","0",1
733410,"0","0","1","0","0","0",0.39896939717302,"0","0","0","0",10238,"16000","0","0","0","0",1
701507,"3","0","1","0","2","3",0.659556669593481,"1","0","1","1",10238,"10000","0","0","0","0",0
760210,"1","1","1","0","2","3",0.526420135944785,"1","0","0","1",10238,"13000","0","0","0","0",0
420204,"2","1","1","2","2","3",0.745952223796308,"1","0","1","1",10238,"9000","0","2","0","3",0
856867,"2","0","1","0","2","2",0.559342617163172,"0","1","1","1",10238,"12000","0","0","0","0",0
942441,"1","0","0","1","1","1",0.525032758615479,"0","1","0","0",10238,"15000","0","1","0","0",0
899785,"2","1","1","2","1","2",0.483731724769616,"1","1","1","1",10238,"8000","0","1","0","6",0
303538,"1","0","1","1","1","1",0.525032758615479,"1","0","0","1",10238,"13000","0","0","1","2",0
981019,"1","0","1","1","1","2",0.459216893938809,"1","0","0","1",32765,"12000","0","1","1","1",0
3396,"2","0","0","2","0","1",0.400177757886114,"1","1","0","1",21217,"11000","0","1","0","1",1
442295,"0","0","1","0","2","0",0.429026904228619,"0","0","0","1",10238,"13000","0","0","0","0",1
860165,"1","1","1","1","0","2",0.589973034910244,"0","0","0","1",10238,"9000","0","1","0","0",1
3643,"0","1","1","0","1","0",0.32776027637038,"0","0","0","0",10238,"16000","0","0","0","0",1
732109,"1","1","1","1","0","0",0.371348644730934,"0","0","0","1",10238,"13000","0","2","0","0",1
99083,"0","1","0","0","0","0",0.424811380074947,"0","0","0","1",32765,"12000","0","0","0","0",1
906608,"3","0","1","0","2","3",0.547492037763614,"1","1","0","1",32765,"9000","0","0","0","0",0
393826,"2","1","0","2","2","2",0.441194213862265,"1","1","1","1",10238,"12000","0","2","0","1",0
189740,"1","0","1","1","1","2",0.581721101612444,"0","0","1","0",32765,"13000","0","2","0","0",0
532841,"1","1","1","1","2","2",0.53380739738823,"1","0","0","0",32765,"14000","0","1","0","2",1
853929,"3","1","1","0","1","3",0.551412827432048,"1","1","1","1",10238,"9000","0","0","0","0",0
43773,"3","1","0","3","2","3",0.352051802438166,"1","1","0","1",10238,"11000","0","1","0","3",0
908373,"1","0","1","1","2","2",0.525032758615479,"0","1","0","1",32765,"13000","0","1","1","0",0
748793,"2","1","1","0","2","3",0.518568032163418,"0","1","0","1",10238,"10000","0","0","0","0",1
664908,"3","1","1","2","1","3",0.778734327038672,"1","0","1","1",10238,"9000","0","4","0","4",0
119593,"0","0","0","0","0","0",0.384761276820474,"0","0","0","0",10238,"16000","1","0","0","0",0
966113,"0","0","1","0","0","0",0.513163000163859,"0","0","1","0",10238,"13000","0","0","0","0",1
89090,"1","1","1","1","1","3",0.68269057877939,"0","1","0","0",10238,"15000","0","0","0","2",0
931351,"3","0","1","3","2","3",0.695295413863004,"0","1","1","1",92101,"11000","0","1","0","1",0
538716,"1","1","1","1","1","1",0.337636945769008,"1","0","0","0",10238,"15000","0","1","1","1",0
812013,"0","0","1","0","2","2",0.554332483251677,"1","1","0","0",32765,"13000","0","0","0","0",1
901354,"2","1","1","2","2","3",0.714343349072178,"1","1","0","1",10238,"12000","0","2","0","3",0
736366,"3","0","1","3","2","3",0.566676916661584,"1","0","1","1",10238,"9000","0","5","1","1",0
915178,"2","1","1","2","1","3",0.525032758615479,"1","0","1","1",10238,"12000","0","3","1","5",0
496206,"2","1","1","2","2","3",0.679224170400309,"1","1","0","1",10238,"11000","0","2","1","6",0
263890,"2","0","1","2","1","3",0.673574620552625,"1","1","1","1",10238,"10000","0","1","0","2",0
373953,"3","1","1","0","2","3",0.485719608546018,"1","0","1","1",10238,"11000","0","0","0","0",0
412526,"1","1","1","0","2","3",0.618285353357023,"1","1","1","0",92101,"14000","0","0","0","0",1
868060,"3","0","1","3","1","2",0.627258261988496,"0","0","0","0",10238,"14000","0","2","0","3",0
748392,"2","0","1","2","1","3",0.525032758615479,"1","0","1","1",10238,"13000","0","0","1","1",0
629030,"1","0","1","0","2","2",0.485147672927782,"1","0","0","1",10238,"12000","1","0","0","0",1
902206,"2","1","1","2","2","2",0.343953359807464,"0","0","1","1",10238,"10000","0","1","0","6",0
586895,"3","1","1","2","1","2",0.421345653400012,"0","1","0","1",10238,"11000","0","2","0","2",0
611126,"0","1","1","0","1","0",0.429872544309559,"1","0","0","1",32765,"12000","0","0","0","0",1
432813,"0","0","1","0","1","1",0.462557436341321,"1","0","1","1",10238,"13000","0","0","0","0",0
412666,"3","0","1","2","1","3",0.598646442036181,"1","1","1","1",10238,"9000","0","6","0","6",0
41838,"1","1","1","0","1","3",0.525032758615479,"1","0","1","0",10238,"12000","0","0","0","0",1
158333,"3","0","1","3","1","3",0.581797520341988,"1","1","1","1",10238,"12000","0","2","0","5",0
857882,"3","0","1","3","2","3",0.505425630358841,"1","0","1","1",10238,"9000","0","4","1","0",0
169712,"2","0","1","0","1","3",0.572394662091034,"1","0","1","0",10238,"11000","0","0","0","0",0
805808,"1","0","1","1","2","2",0.415385199318295,"1","0","1","1",10238,"12000","0","0","0","1",0
870736,"2","1","1","1","2","3",0.525032758615479,"1","0","1","1",10238,"13000","0","2","0","0",0
382504,"3","0","1","1","1","3",0.527751109512008,"1","1","1","1",32765,"13000","0","0","0","0",0
800261,"1","0","1","1","1","1",0.324394937863653,"1","0","0","1",10238,"13000","0","0","0","0",0
457638,"2","0","1","0","1","3",0.66283799842443,"1","0","0","0",10238,"14000","0","0","0","0",1
463739,"1","1","1","1","2","2",0.591306516813834,"1","0","1","0",10238,"12000","0","1","0","1",0
854896,"2","1","1","2","1","3",0.566352368091235,"1","1","1","1",10238,"12000","0","2","1","1",0
594430,"2","0","1","1","2","3",0.769727851739107,"1","1","1","1",10238,"11000","0","2","0","0",0
793952,"1","0","1","1","2","2",0.646407089973721,"1","0","0","1",32765,"9000","0","4","0","1",1
20645,"2","0","1","2","2","3",0.655351248003561,"1","1","1","1",92101,"10000","0","1","0","0",0
934316,"1","1","1","1","1","1",0.525032758615479,"1","0","1","1",32765,"12000","0","1","0","1",0
708649,"1","0","1","1","0","1",0.469214287265862,"1","0","0","1",10238,"14000","0","1","0","1",0
830889,"1","0","1","1","1","3",0.694769413415467,"1","0","1","1",10238,"12000","0","1","0","0",0
724739,"2","1","1","0","2","3",0.677539080296744,"1","1","1","1",32765,"11000","1","0","0","0",0
33697,"1","1","1","1","0","0",0.453097214511704,"0","0","0","0",92101,"18000","0","3","0","1",1
846107,"3","1","1","3","2","3",0.465730049901651,"1","0","1","0",10238,"12000","0","1","0","2",0
285038,"1","0","1","0","2","2",0.470368357684838,"1","1","0","0",10238,"12000","0","0","0","0",0
435205,"3","0","1","3","2","3",0.722181844930256,"1","1","1","1",10238,"11000","0","2","0","1",0
548242,"0","1","1","0","1","1",0.525032758615479,"1","0","0","1",32765,"10000","0","0","0","0",1
496098,"3","0","1","0","1","3",0.654469476855721,"1","1","1","1",10238,"11000","0","0","0","0",0
20669,"0","0","1","0","1","0",0.395011586270742,"0","0","0","1",10238,"14000","0","0","0","0",1
527774,"0","0","1","0","1","1",0.518393863970369,"1","1","0","0",10238,"16000","0","0","0","0",0
404128,"3","1","1","3","2","3",0.660926039951502,"1","0","1","1",32765,"10000","0","15","1","4",0
439480,"2","1","1","2","1","2",0.553271058829774,"1","0","0","0",10238,"12000","0","1","3","1",0
694711,"1","1","1","1","2","3",0.436689378883146,"0","0","0","0",32765,"12000","0","3","0","3",1
621010,"0","1","1","0","1","0",0.362791321163144,"0","0","0","0",10238,"14000","0","0","0","0",1
225261,"1","0","1","1","2","3",0.525032758615479,"1","1","0","1",10238,"13000","0","0","0","0",0
353690,"3","0","1","3","1","3",0.784918224410848,"0","0","0","0",10238,"18000","0","0","0","2",0
112838,"0","1","1","0","0","0",0.401166053403893,"1","0","0","0",10238,"11000","0","0","0","0",0
190804,"1","0","1","0","1","1",0.333902827193423,"0","0","0","1",10238,"10000","0","0","0","0",1
663470,"1","0","1","1","0","0",0.257854493568177,"0","0","0","0",32765,"15000","0","0","0","0",1
629803,"0","0","1","0","1","0",0.297125659768967,"0","0","0","0",10238,"14000","0","0","0","0",1
84243,"1","1","1","0","1","2",0.440200855088725,"0","0","0","0",10238,"16000","0","0","0","0",1
899894,"1","1","1","1","1","0",0.245307714469473,"0","0","0","0",10238,"16000","0","0","0","0",1
904040,"3","0","1","3","2","3",0.525032758615479,"1","1","1","1",10238,"10000","0","4","0","11",0
758470,"2","1","1","2","2","3",0.710630296831653,"1","1","1","1",10238,"11000","0","5","1","3",0
85051,"3","1","1","3","2","3",0.556842955547532,"1","0","1","1",32765,"12000","0","5","1","0",0
517351,"2","0","1","0","0","2",0.532138928221703,"0","0","0","1",10238,"10000","0","0","0","0",0
836974,"2","0","1","1","1","3",0.525032758615479,"1","1","1","1",10238,"13000","0","1","0","1",0
812159,"3","1","1","3","1","3",0.552302806981507,"0","1","1","1",10238,"13000","0","1","0","2",0
313107,"2","0","1","0","1","2",0.623086225402985,"1","1","0","1",10238,"16000","0","0","0","0",0
919113,"2","0","1","1","0","2",0.525032758615479,"1","0","1","0",10238,"14000","0","1","0","0",0
981198,"3","0","1","1","2","3",0.681523026518641,"1","0","1","1",10238,"9000","0","1","0","0",0
144973,"3","0","1","0","1","3",0.492926316758509,"1","1","1","1",10238,"11000","0","0","0","0",0
394591,"2","1","1","0","1","2",0.525032758615479,"1","0","0","1",10238,"14000","0","0","0","0",1
674108,"2","1","1","2","2","3",0.758858963877803,"1","0","1","1",10238,"11000","0","4","0","3",0
198963,"1","1","1","0","0","0",0.525032758615479,"0","0","0","0",32765,"10000","0","0","0","0",1
107843,"1","0","1","0","1","2",0.459493567566967,"1","0","1","1",10238,"11000","0","0","0","0",0
118824,"1","1","1","0","1","0",0.327475866301402,"0","0","0","1",10238,"13000","0","0","0","0",1
309430,"2","1","1","2","2","3",0.47302074684918,"1","1","0","1",10238,"13000","0","3","0","3",0
211543,"0","1","1","0","1","0",0.406895090762018,"0","0","0","0",10238,"17000","0","0","0","0",1
994291,"2","1","0","0","2","3",0.534055397737838,"1","0","0","1",10238,"10000","1","0","0","0",1
997014,"0","1","1","0","1","1",0.472355479618551,"0","1","0","1",32765,"12000","0","0","0","0",1
517032,"1","1","1","1","1","0",0.475770083717835,"0","0","1","1",10238,"11000","0","2","0","1",0
597978,"1","1","1","1","2","3",0.46497547867459,"1","1","0","1",10238,"15000","0","1","1","2",0
611928,"1","0","1","1","1","2",0.525032758615479,"1","1","1","1",10238,"11000","0","0","0","0",0
65962,"1","1","1","0","1","1",0.525032758615479,"1","0","0","1",32765,"14000","0","0","0","0",1
45019,"1","0","1","0","2","2",0.671451931734039,"0","0","0","1",92101,"14000","0","0","0","0",0
60363,"2","0","1","1","0","3",0.524190617237166,"1","0","0","1",32765,"12000","0","0","0","0",0
462574,"0","1","1","0","0","0",0.317197194646717,"0","0","0","1",10238,"16000","0","0","0","0",1
962015,"1","0","1","0","1","1",0.543155085325176,"0","0","0","0",32765,"13000","0","0","0","0",1
253678,"1","0","0","1","2","1",0.286089604785143,"0","0","1","1",10238,"7000","0","1","0","1",0
692697,"1","0","1","1","1","0",0.425523648301913,"1","0","1","1",10238,"9000","0","1","0","0",0
929521,"2","1","1","1","0","2",0.586561224095868,"1","0","0","0",10238,"14000","0","2","0","3",0
964716,"1","0","0","0","0","0",0.445171124955671,"0","0","1","1",32765,"8000","0","0","0","0",1
563264,"0","1","1","0","0","0",0.300864244447592,"1","0","0","0",32765,"17000","0","0","0","0",1
129280,"3","0","1","3","2","3",0.672239380194625,"1","1","1","1",10238,"11000","0","0","0","1",0
415020,"0","0","1","0","1","1",0.492009785043389,"1","0","0","0",32765,"13000","0","0","0","0",0
429468,"1","1","1","1","2","2",0.298561554769457,"1","1","0","1",10238,"13000","0","1","0","0",0
679338,"1","1","1","1","0","2",0.490229021330094,"1","1","0","1",32765,"8000","0","6","0","1",0
451103,"2","1","1","2","1","1",0.48611939387772,"0","1","1","1",10238,"10000","0","3","1","3",0
932826,"3","0","1","1","1","3",0.683112092684618,"1","1","1","1",10238,"11000","0","0","0","0",0
765652,"3","0","1","3","0","3",0.561269427022785,"1","0","0","1",10238,"15000","1","3","0","4",0
186,"1","1","1","0","1","1",0.47039394473166,"0","0","1","1",32765,"8000","0","0","0","0",0
804470,"1","0","1","1","2","0",0.525032758615479,"1","0","0","0",32765,"16000","0","0","2","1",0
528992,"0","1","1","0","1","2",0.525032758615479,"0","0","0","0",10238,"12000","0","0","0","0",1
62930,"2","1","1","1","2","3",0.564719467120469,"0","0","1","0",10238,"9000","1","2","1","0",0
197936,"3","1","1","2","2","3",0.662354908143059,"1","1","1","1",32765,"11000","0","4","0","2",0
236019,"3","0","1","3","2","3",0.682265261914722,"1","0","0","1",10238,"11000","0","3","0","6",0
184376,"2","0","1","2","1","3",0.481555247310662,"1","0","0","1",32765,"13000","0","4","0","1",0
186552,"3","1","1","2","1","2",0.495110149875807,"1","0","1","1",10238,"10000","0","5","0","2",0
519425,"3","0","1","3","2","3",0.630680695088818,"1","1","1","1",10238,"12000","0","0","0","2",0
108122,"0","1","0","0","1","0",0.252209136016338,"0","1","0","0",32765,"16000","0","0","0","0",1
936450,"2","0","0","2","2","3",0.617009111854717,"1","1","1","1",10238,"7000","0","0","0","1",0
529009,"0","1","1","0","1","2",0.488642532921753,"1","0","1","1",10238,"12000","0","0","0","0",1
833844,"3","1","1","3","0","2",0.605040355058246,"1","0","1","1",10238,"11000","0","4","1","5",0
91848,"2","0","0","2","2","3",0.671710087057966,"1","0","1","1",32765,"10000","0","5","1","1",0
960784,"2","0","1","2","1","3",0.610043219074657,"1","0","1","1",32765,"9000","0","3","1","0",0
342618,"2","1","1","0","1","2",0.490817307487392,"0","1","1","1",10238,"10000","0","0","0","0",0
453418,"2","1","0","1","2","3",0.689855748134914,"1","1","1","1",32765,"9000","0","1","0","1",0
861194,"1","0","1","1","1","2",0.525032758615479,"1","0","0","1",10238,"12000","1","2","0","1",0
172677,"2","1","0","1","1","3",0.680579035814933,"1","0","0","1",10238,"10000","0","1","1","3",0
350213,"0","0","0","0","1","1",0.376212853265463,"1","1","0","0",32765,"15000","0","0","0","0",0
427060,"3","0","1","3","2","3",0.607466088557569,"1","1","1","1",10238,"11000","0","0","1","1",0
833902,"0","0","1","0","2","0",0.33337903647333,"1","0","0","0",10238,"12000","0","0","0","0",0
202943,"0","1","1","0","1","0",0.325889455326402,"1","0","0","0",10238,"12000","0","0","0","0",1
551323,"1","1","1","0","2","3",0.642891150791337,"1","1","1","0",10238,"15000","0","0","0","0",0
38580,"0","1","1","0","1","1",0.324985822145904,"1","0","0","0",32765,"15000","0","0","0","0",1
193387,"0","0","1","0","2","3",0.611487598742098,"1","1","0","1",32765,"9000","0","0","0","0",1
26228,"2","1","1","2","2","3",0.674187367302682,"1","0","1","1",92101,"7000","0","1","0","1",0
287790,"1","0","0","1","1","2",0.623860035674665,"1","0","1","1",32765,"12000","0","3","0","1",0
135509,"1","0","1","1","1","2",0.65978611136247,"1","1","0","1",10238,"13000","0","1","0","0",0
818522,"3","0","1","2","2","3",0.497230072351881,"1","1","1","1",10238,"15000","0","3","0","2",0
968115,"3","1","1","3","2","3",0.525032758615479,"1","1","1","1",10238,"12000","0","5","0","8",0
372874,"1","0","1","1","1","1",0.492907884947878,"0","0","0","0",10238,"17000","0","0","0","0",0
540632,"1","1","1","1","1","1",0.577514774226576,"1","0","0","0",10238,"16000","0","2","1","0",0
45157,"1","1","0","0","0","0",0.292372046730257,"0","0","1","1",10238,"11000","0","0","0","0",1
70979,"0","1","1","0","2","2",0.396553199221133,"0","0","1","0",32765,"7000","0","0","0","0",1
668552,"1","1","1","1","0","1",0.385119207528332,"0","0","0","0",10238,"17000","0","0","0","1",1
324785,"1","0","1","0","0","0",0.368898369947471,"0","0","0","0",10238,"12000","0","0","0","0",1
621262,"3","0","1","2","2","3",0.49741038995651,"1","1","0","1",10238,"12000","0","1","0","1",0
